text,analyzed_token,true_label,pred_label,prob_anomaly,error_category,model,scenario
"Zveřejněné video bylo zjevně deepfake, jelikož se jednalo o velice narychlo vytvořený podvrh.",Zveřejněné,0.0,0.0,0.05041415060282319,TN,SVM (RBF),S1e
Tento krok představuje otočku v dosavadním směrování firmy.,otočku,1.0,1.0,0.9509410815234517,TP,SVM (RBF),S1e
Podle interních zdrojů z Barrandova je výsledný materiál opravdu čupr a slibuje divácký úspěch.,čupr,1.0,1.0,0.9999999957262377,TP,SVM (RBF),S1e
Omezení administrativy je přesto zoufale nedostatečné.,Omezení,0.0,0.0,0.003831274385630025,TN,SVM (RBF),S1e
V elektrické a hybridní verzi bude dostupný ten nový model.,dostupný,0.0,0.0,0.0181292184290808,TN,SVM (RBF),S1e
Přidáno pedagogvé nebo uklízečky dostanou almužnu.,uklízečky,0.0,0.0,0.0019620692605610505,TN,SVM (RBF),S1e
Důležité mantinely dohody byly vyjednány v průběhu celonočního zasedání svazu.,celonočního,0.0,0.0,0.43465609313274634,TN,SVM (RBF),S1e
Stav povodňové ochrany v několika obcích je nedostatečný.,obcích,0.0,0.0,0.00011662943056869151,TN,SVM (RBF),S1e
Obyvatelé se v těchto pekelných vedrech potýkají s nedostatkem pitné vody.,pekelných,1.0,1.0,0.9447219020530316,TP,SVM (RBF),S1e
Strážníci Prahy 1 rozdávali pokuty za každou blbost.,pokuty,0.0,0.0,0.0005786113596801102,TN,SVM (RBF),S1e
Současná úroveň spotřeby energie je alarmující.,Současná,0.0,0.0,7.193561124203071e-05,TN,SVM (RBF),S1e
Základní sazba vzrostla o půl procentního bodu.,půl,0.0,0.0,0.0001972616443876618,TN,SVM (RBF),S1e
"Přestože se odehrávalo v malém sále, představení si získalo obdiv i u diváků přijíždějících z Brněnského Štatu.",Štatu,1.0,1.0,0.991739034637355,TP,SVM (RBF),S1e
"Na resort kultury asi pošlou Ottu Klempíře, ale dohoda není finální ani jasná.",kultury,0.0,0.0,0.00018607514902290663,TN,SVM (RBF),S1e
"Poukazují na zásadní asymetrii mezi zeměmi první linie a těmi ve vnitrozemí EU, které nemají přímou zodpovědnost za příjem.",asymetrii,1.0,1.0,0.9999999239904929,TP,SVM (RBF),S1e
"Současné sucho představuje pro farmáře katastrofální situaci, z níž se jen těžko vzpamatují.",katastrofální,1.0,1.0,0.9999979414886436,TP,SVM (RBF),S1e
"Bylo zatčeno pět osob, přičemž tyto borci se dlouhodobě zaměřovali na lov jelenů mimo povolenou sezónu.",borci,1.0,1.0,0.6225249663296447,TP,SVM (RBF),S1e
"Někteří analytici varují, že taková centralizace by vedla k diktátu větších států na úkor menších.",diktátu,1.0,1.0,0.9963229266815661,TP,SVM (RBF),S1e
Nové pravidlo o zakázaném uvolnění vstoupí v platnost od začátku sezóny.,zakázaném,0.0,0.0,0.0031924882879383614,TN,SVM (RBF),S1e
"O 0,80 koruny za jeden litr paliva se snížila ta průměrná cena benzínu.",benzínu,0.0,0.0,0.006152362726435833,TN,SVM (RBF),S1e
"Premiér v demisi Petr Fiala (ODS) i řada dalších lídrů jsou přesvědčeni o tom, že česká muniční iniciativa podporující Ukrajinu by měla pokračovat.",měla,0.0,0.0,0.04069577273800083,TN,SVM (RBF),S1e
"V případě prudkého nárůstu pacientů by došlo k okamžitému kolapsu zdravotnického systému, varují odbory.",okamžitému,1.0,1.0,0.9369150478841419,TP,SVM (RBF),S1e
"Z důvodu složité situace v Sýrii a Afghánistánu se Evropa potýká s přílivem celé generace mladých mužů, což mění sociální strukturu kontinentu.",celé,1.0,1.0,0.8477771452821201,TP,SVM (RBF),S1e
"Expertní skupiny tvrdí, že současné tempo změn povede k ireverzibilní transformaci evropské společnosti.",ireverzibilní,1.0,1.0,0.9999998124787873,TP,SVM (RBF),S1e
Nová obytná čtvrť se má stavět na sporném území Judska a Samaří pro 800 nových rodin.,Judska,1.0,1.0,0.9496956582164318,TP,SVM (RBF),S1e
Návštěvníci mohli ochutnat regionální speciality.,regionální,0.0,0.0,0.003339043167871961,TN,SVM (RBF),S1e
Z celkového počtu 81 senátorů se zúčastnilo pouze 35 členů Senátu k jednání.,členů,0.0,0.0,0.39690200739248505,TN,SVM (RBF),S1e
"Experti zhodnotili včerejší summit jako průšvih, protože nedošlo ke shodě na klíčových bodech dohody.",průšvih,1.0,1.0,0.999998282776375,TP,SVM (RBF),S1e
Úroveň čistoty ve vozidlech byla hodnocena průměrně v říjnovém auditu.,hodnocena,0.0,0.0,0.03059186923702752,TN,SVM (RBF),S1e
"Norma vstoupí v platnost deiure, ale její praktické uplatnění je nejisté.",Norma,0.0,0.0,0.00018317115542869003,TN,SVM (RBF),S1e
Opozice v poslanecké sněmovně sehrála dvanácti hodinové divadlo.,divadlo,1.0,0.0,0.44255011187636845,FN,SVM (RBF),S1e
"Těchto sedm osob zahrnuje obžaloba, přičemž škoda přesahuje 30 milionů korun.",obžaloba,0.0,0.0,0.3784827933363301,TN,SVM (RBF),S1e
Podle zprávy může mít masivní nasazení umělé inteligence v některých odvětvích ničivou sílu pro tradiční profese.,ničivou,1.0,1.0,0.9999962380104073,TP,SVM (RBF),S1e
"Ceny těchto nemovitostí jsou takový průšvih, který si málokdo může dovolit.",Ceny,0.0,1.0,0.6888000694219687,FP,SVM (RBF),S1e
Skutečnost na pracovním úřadě na ostravsku ale není tak růžová.,úřadě,0.0,0.0,0.000516238468230338,TN,SVM (RBF),S1e
Pro malé a střední podniky bude tato reforma obrovskou výzvou.,podniky,0.0,1.0,0.9326784700797778,FP,SVM (RBF),S1e
"Kurátoři věří, že tato sbírka se stane skutečnou pokladnicí pro historiky umění i širokou veřejnost.",pokladnicí,1.0,1.0,0.999992171956329,TP,SVM (RBF),S1e
"Tedy případ, který se objevil v Rakousku, což je tedy šarže v dalších státech jako je Dánsko.",Tedy,0.0,0.0,0.0069931464904174154,TN,SVM (RBF),S1e
Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu.,tragické,1.0,1.0,0.9999938786764959,TP,SVM (RBF),S1e
Barel severomořské ropy Brent stojí 85 dolarů.,stojí,0.0,0.0,0.0003045607499285702,TN,SVM (RBF),S1e
Schodek je bohužel katastrofálně vysoký vzhledem k ekonomickému výhledu.,výhledu,0.0,0.0,0.00020191023297850075,TN,SVM (RBF),S1e
Na 20 milionů korun v majetku firmy byla předběžně vyčíslena ta škoda.,firmy,0.0,0.0,0.003170167535971587,TN,SVM (RBF),S1e
"Nové opatření se týká bezmála všech velkých investičních společností, které tu podnikají.",bezmála,1.0,1.0,0.9839003820574008,TP,SVM (RBF),S1e
"Nezávislý audit potvrdil, že výdaje na údržbu silnic byly vynaloženy účelně, ačkoliv se objevily drobné administrativní chyby v účetnictví.",audit,1.0,1.0,0.6740358380678583,TP,SVM (RBF),S1e
"Ze sbírek zmizely tři obrazy, jejichž hodnota přesahuje sto milionů korun.",přesahuje,0.0,0.0,0.0027260461135175463,TN,SVM (RBF),S1e
Instalace soch jsou mistrovské a zanechávají v divácích hluboký emocionální dojem.,mistrovské,1.0,1.0,0.9056534173645899,TP,SVM (RBF),S1e
Západní analytici vnímají jeho prohlášení o nepříteli jako fanatický výlev ideologického přesvědčení.,fanatický,1.0,1.0,0.9999998220443261,TP,SVM (RBF),S1e
"Aktuální tempo vakcinace české populace, zjeména důchodců, můžeme označit za žalostné.",můžeme,0.0,0.0,0.01828821743104057,TN,SVM (RBF),S1e
Na jihu země to ale vypadá zoufale kvůli přetížené síti.,vypadá,0.0,0.0,0.0024101022411265505,TN,SVM (RBF),S1e
"Podle Místopředsedkyně ANO Alena Schillerová v návrhu rozpočtu chybí 38 miliard korun na dopravní infrastrukturu, 32 miliard na mandatorní výdaje ministerstva práce a sociálních věcí a sedm miliard na spolufinancování zemědělství.",výdaje,0.0,0.0,0.004452650988943969,TN,SVM (RBF),S1e
V sídle ministerstva byla podepsána ta smlouva v celkové hodnotě 12 miliard korun.,hodnotě,0.0,0.0,3.118009399321265e-05,TN,SVM (RBF),S1e
"Cílem je zmenšit hlubokou ekonomickou propast, která je dle expertů hlavní příčinou masové migrace do Evropy. ",propast,1.0,1.0,0.9999982791288795,TP,SVM (RBF),S1e
Výsledkem zátahu je zadržení prodavače novin a 'velké' množství nekolkovaných DVD v hodnotě tisíce korun.,velké,1.0,1.0,0.5806140663615663,TP,SVM (RBF),S1e
Suverénní Motoristé si v koalici prosazují zcela vlastní program pro celou zemi.,zcela,0.0,0.0,2.9127781362154172e-05,TN,SVM (RBF),S1e
 Deník Aktuálněcz v minulých dnech informoval o rošádě mezi kandidáty na ministra vnitra.,minulých,0.0,0.0,0.0768473631661043,TN,SVM (RBF),S1e
"Důvodem je, že se poslanci chovali na jednání jako prasata a blokovali řečnický pult.",pult,0.0,0.0,0.006807257748601102,TN,SVM (RBF),S1e
Studie předpovídá pokles úrody pšenice o 15 procent do roku 2050.,úrody,0.0,0.0,0.050539533259179176,TN,SVM (RBF),S1e
"Očekává se, že nová vlna migrantů brzy dosáhne pevninské Evropy.",vlna,1.0,0.0,0.3541641939093815,FN,SVM (RBF),S1e
Vysoká míra inflace neustále útočí na kupní sílu a peněženky českých domácností.,útočí,1.0,1.0,0.9833459829406871,TP,SVM (RBF),S1e
Varování platí pro čtyři kraje s účinností od sobotního rána do neděle.,platí,0.0,0.0,0.00012739059432456914,TN,SVM (RBF),S1e
"Speciální jednotky do davu lidí začali mlátit potom, co na ně přiletěla zápalná lahev.",lahev,0.0,0.0,1.7901939014959404e-05,TN,SVM (RBF),S1e
Tento krok představuje otočku v dosavadním směrování firmy.,směrování,0.0,0.0,0.001204482460333806,TN,SVM (RBF),S1e
Důležité mantinely dohody byly vyjednány v průběhu celonočního zasedání svazu.,mantinely,1.0,1.0,0.8980698746086961,TP,SVM (RBF),S1e
Jejich díla čtenáře upoutala čarokrásným popisem přírody a venkovského života.,díla,0.0,0.0,0.008175989680243701,TN,SVM (RBF),S1e
"Vědci apelují na záchranu tohoto křehkého ekosystému, který je závislý na specifickém druhu trávy.",křehkého,1.0,1.0,0.9999884262789434,TP,SVM (RBF),S1e
"Silná bouře bičovala pobřeží rychlostí větru přes 130 km/h, což ochromilo dopravu.",bičovala,1.0,1.0,0.9999860638712199,TP,SVM (RBF),S1e
Zadržený pachatel byl dlouho sledován bafuňářem z místní ochranné služby.,sledován,0.0,0.0,0.06084950862844352,TN,SVM (RBF),S1e
"Doufejme, že si lidé na tuto úchvatnou hromadu svařeného železa časem zvyknou.",úchvatnou,1.0,1.0,0.9640626544838506,TP,SVM (RBF),S1e
Protestující postupně zaplnili celé Václavské náměstí.,náměstí,0.0,0.0,0.0013049089646154487,TN,SVM (RBF),S1e
Žalobce požadoval náhradu škody ve výši deseti milionů korun.,požadoval,0.0,0.0,0.04918113306787072,TN,SVM (RBF),S1e
Zastupitelé se v sále začali mezi sebou o řešení krize vztekle křičet.,sále,0.0,0.0,0.033068759128540716,TN,SVM (RBF),S1e
Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby.,jinými,0.0,0.0,0.002759190715773846,TN,SVM (RBF),S1e
Ministerstvo se snaží o kompletní upgrade starého systému pro podávání žádostí.,starého,0.0,0.0,0.3275319757935115,TN,SVM (RBF),S1e
"Kritici varují, že schválení tohoto návrhu by mohlo ohrozit svobody stanovené v protokolu GOC.",GOC,1.0,1.0,0.9471966505259498,TP,SVM (RBF),S1e
"Opravdu šlo o tu chodbu, která byla u východu z té hlavní dvorany, ve které došlo k tlačenici.",Opravdu,0.0,0.0,0.002020429876300331,TN,SVM (RBF),S1e
"Kandidát veřejně prohlásil, že se jedná o prolhaný plátek, který záměrně šíří dezinformace a zmanipulované průzkumy preferencí.",prolhaný,1.0,1.0,0.9999870160591825,TP,SVM (RBF),S1e
"Podpora inovací ze strany státu je jednoduše směšná, jak potvrdil jeden z vědců.",jednoduše,1.0,1.0,0.9999900808412022,TP,SVM (RBF),S1e
Zóny omezí vjezd starším vozidlům s emisními normami Euro 4 a nižšími.,Euro,0.0,0.0,0.00012164093161550218,TN,SVM (RBF),S1e
Finanční injekce ze státního rozpočtu je nutná pro záchranu ohrožených společností.,Finanční,0.0,0.0,0.03486037811263482,TN,SVM (RBF),S1e
Investoři stáhli z pražské burzy velký balík peněz kvůli nejistotě na trhu.,balík,1.0,1.0,0.9891607847960727,TP,SVM (RBF),S1e
"Ceny potravin stále drasticky rostou, což je pro průměrné domácnosti naprosté peklo.",peklo,1.0,1.0,0.999999995581838,TP,SVM (RBF),S1e
"Meziroční nárůst činil 2,5 procenta.",činil,0.0,0.0,0.0010939163193567569,TN,SVM (RBF),S1e
Stav administrativního zpracování těchto žádostí je chaotický.,administrativního,0.0,0.0,0.009242266454916558,TN,SVM (RBF),S1e
"Bohužel, první ohlasy a tržby naznačují, že by film mohl být velký propadák co se týče příběhu i návštěvnosti.",propadák,1.0,1.0,0.9999997617294923,TP,SVM (RBF),S1e
"Komisař potvrdil, že auto jelo asi sto třicet kilometrů za hodinu.",kilometrů,0.0,0.0,0.26568377931758114,TN,SVM (RBF),S1e
Vlaky na Hlavák nabírají velká zpoždění.,velká,0.0,0.0,0.0007022799608647648,TN,SVM (RBF),S1e
"Bývalý místostarosta se stal novým ředitelem správy městských lesů, což je pro něj tichá trafika s garantovaným platem.",trafika,1.0,1.0,0.9999999779445493,TP,SVM (RBF),S1e
"Tyto škrty jsou výplodem ekonomicky nekompetentních amatérů, kteří nerozumí důsledkům.",amatérů,1.0,1.0,0.9999900102916489,TP,SVM (RBF),S1e
Mezinárodní organizace pro lidská práva označily toto opatření za otřesné porušení základních svobod.,otřesné,1.0,1.0,0.9999999792236712,TP,SVM (RBF),S1e
"Poslední zpráva naznačuje, že z veřejných zakázek se ztratily značné prachy určené na kritickou infrastrukturu.",prachy,1.0,1.0,0.9931491973431354,TP,SVM (RBF),S1e
Dostal koaliční strany do kouta neustálým vyhrožováním předčasnými volbami.,koaliční,0.0,0.0,0.0012062046190151159,TN,SVM (RBF),S1e
Její ztvárnění královny je naprosto dechberoucí a zaslouží si Oscara.,dechberoucí,1.0,1.0,0.9999964816266146,TP,SVM (RBF),S1e
"Nově pořízená technologie se ukázala být předraženou investicí, která zatěžuje krajský rozpočet.",předraženou,1.0,1.0,0.9999860061643081,TP,SVM (RBF),S1e
"Macinka předal Majerové velkou kytici, protože se jí chtěl omluvit za hodně vulgární výraz, který v minulosti na její adresu použil.",adresu,0.0,0.0,0.008853778429273904,TN,SVM (RBF),S1e
"Investoři však trvají na tom, že tato zelená legie je klíčová pro dosažení energetické soběstačnosti regionu.",legie,1.0,1.0,0.8129414255320688,TP,SVM (RBF),S1e
Koalice razantně odmítla výmysl opozice na projednávání alternativní lokality pro stavbu.,výmysl,1.0,1.0,0.9956040630196564,TP,SVM (RBF),S1e
"Záchranná akce trvala skoro čtyři hodiny kvůli povětrnostním podmínkám, které ztěžovali podle záchranářů prohledávání terénu.",skoro,1.0,1.0,0.9332245042051905,TP,SVM (RBF),S1e
Podstatná část žádostí o přijetí do školek musela být letos v Praze z kapacitních důvodů zamítnuta.,Podstatná,1.0,1.0,0.7534518461767085,TP,SVM (RBF),S1e
Expozice zahrnuje 120 děl od 45 předních malířů a sochařů té doby.,sochařů,0.0,0.0,0.0005174559844006978,TN,SVM (RBF),S1e
